Index,Vandløb,Lokation,UTMx,UTMy, longitude, latitude
886,Andst Å,Andst Å; NS bro - Lundgårdvej,511042,6145596,9.174603771,55.45640962
888,HATTEBÆKKEN,HATTEBÆKKEN; VEJ FALSLED-JORDLØSE (0.80),572696,6113278,10.14102719,55.16078681
889,Stor Å,Stor Å; Nybro,563237,6147870,10.00038183,55.47288067
891,TEGÅ,TEGÅ; OS UDLØB I OVE SØ. LANDEVEJEN,463566,6305212,8.402013975,56.88920406
892,Koustrup Å,Koustrup Å; Åbro,467101,6300180,8.460681335,56.84426433
894,Stampestrømmen,Stampestrømmen; Skylles Bro,496063,6252789,8.936181229,56.41965072
895,STORE SØGÅRDSØ; TILLØB C6,STORE SØGÅRDSØ; TILLØB C6; T.T. ST.SØGÅRD SØ; C6,528993,6088232,9.452567369,54.94021169
898,KIRKEBÆK,KIRKEBÆK; OPST. DAGSTRUP MOSE,588543,6244861,10.4323539,56.34016178
900,SanderbÆk; AsbÆk,SanderbÆk; AsbÆk; Ved Sander; sydvest for Amhøj,572092,6205594,10.15565425,55.99022167
901,VEGEN Å,VEGEN Å; HOLSTEBRO RINGVEJ,476162,6244294,8.614362635,56.34274484
902,ÅKÆR Å,ÅKÆR Å; ADS MØLLE,568923,6195244,10.10222106,55.89770949
904,SKENSVED Å,SKENSVED Å; V. NAURBJERG BRO,698631,6156457,12.14601859,55.51372124
905,BARSLUND BÆK,BARSLUND BÆK; V1,502557,6240982,9.04133402,56.31358133
906,BARSLUND BÆK,BARSLUND BÆK; V3; BRO VED PILHUSE,504206,6240176,9.0679773,56.30632808
907,JONSTRUP Å,JONSTRUP Å; KNARDRUPVEJ,706559,6185641,12.29327637,55.77223617
908,JONSTRUP Å,JONSTRUP Å; NEDSTRØMS SØNDERSØ,709900,6185485,12.34632247,55.76939951
909,TINGSTED Å;4F,TINGSTED Å;4F; SØNDER KOHAVE,686229,6072819,11.89499297,54.76799504
910,VAMDRUP Å,VAMDRUP Å; AFLØB SØGÅRD SØ; S2,519738,6142732,9.311906145,55.4304014
911,JELS Å,JELS Å; OS MIDTSØ,514877,6136975,9.234785046,55.37884215
913,KIMMERSLEV MØLLEBÆK,KIMMERSLEV MØLLEBÆK; VED KIMMERSLEV,688245,6152444,11.97905407,55.4818222
914,Hvidkilde Sø; tilløb 1,Hvidkilde Sø; tilløb 1; Efter vådområde,598300,6103887,10.53951488,55.07200519
915,Tilløb til GeddebÆkken-mindre tilløb,Tilløb til GeddebÆkken-mindre tilløb; sydlige del af projektomr.,582310,6114680,10.29229433,55.17187689
916,LILLEBÆK; DRÆN,LILLEBÆK; DRÆN; DRÆN 2 (LILLEBÆK),610880,6110013,10.7388273,55.12438051
917,LILLEBÆK; DRÆN,LILLEBÆK; DRÆN; DRÆN 5 (LILLEBÆK),611324,6109569,10.74561255,55.12029296
918,LILLEBÆK; DRÆN,LILLEBÆK; DRÆN; DRÆN 6 (LILLEBÆK),612268,6109843,10.76051543,55.12254114
919,LILLEBÆK; DRÆN,LILLEBÆK; DRÆN; DRÆN 1 (LILLEBÆK),610257,6110086,10.72909069,55.12517519
920,LILLEBÆK; DRÆN,LILLEBÆK; DRÆN; DRÆN 4 (LILLEBÆK),611646,6110445,10.75100335,55.12808881
921,DAMHUSÅEN,DAMHUSÅEN; LANDLYSTVEJ,718808,6173821,12.47872887,55.66084356
922,JEGSTRUP BÆK,JEGSTRUP BÆK; TINGVAD BRO,518309,6256309,9.29703323,56.45093654
923,HOVEDKANAL; 39,HOVEDKANAL; 39; KRAMNITZE PUMPESTATION,644945,6065053,11.24997865,54.71187086
924,Gåser Å,Gåser Å; Gåser Å. Fra Loftbro til Limfjorden.,572177,6320742,10.18895659,57.02450516
925,HOLMEHAVE BÆK,HOLMEHAVE BÆK; ST. 2.0 KM,580979,6129520,10.27566422,55.30541679
926,BORUM MØLLEBÆK,BORUM MØLLEBÆK; LADING SØ; AFLØB,560260,6230360,9.971605323,56.2143388
927,LADEGÅRD BÆK,LADEGÅRD BÆK; STUBBER KLOSTER,494284,6255676,8.907280572,56.44557022
928,Øster Tørslev Å,Øster Tørslev Å; Øst f. Ågård,574958,6270514,10.22001548,56.57292818
929,FJEDERHOLT Å,FJEDERHOLT Å; NØ FOR GRANLYGÅRD,507254,6216763,9.116599018,56.09593408
930,Afløb fra LindkÆr vådområde,Afløb fra LindkÆr vådområde; Efter Store sø; Trapezoverfald,599060,6125370,10.55892563,55.26483294
931,Hvidbjerg Å,Hvidbjerg Å; St. Ørumbro,460233,6296880,8.348615422,56.81408297
932,Hvidbjerg Å,Hvidbjerg Å; 200 M Efter Afløb Fra Ove Sø,464118,6301260,8.41163112,56.85374547
933,HESTBÆK,HESTBÆK; HESTBÆK BRO,461697,6259026,8.37821444,56.47414552
934,DAMGÅRD; DRÆN,DAMGÅRD; DRÆN; DRÆN 9 (DAMGÅRD),564996,6135542,10.02533035,55.36189098
935,SØHOLM SØ; AFLØB,SØHOLM SØ; AFLØB; SØHOLM SØ; AFLØB,571667,6125447,10.12796767,55.27026759
936,Ringsted Å,Ringsted Å; Ø for Tidselbro,673340,6151390,11.74283442,55.47787089
938,RYDE Å,RYDE Å; PUMPESTATION INDV.,638279,6075704,11.15165488,54.80939732
939,RYDE Å,RYDE Å; ORE BRO,641207,6074648,11.19666378,54.79909844
940,RYDE Å,RYDE Å; PUMPESTATION UDVENDIG,638249,6075747,11.15120897,54.80979175
941,REFSKÆR BÆK,REFSKÆR BÆK; 50 M NS SIEM SKOVVEJ,562318,6295464,10.02037054,56.79889004
942,GRANSLEV Å,GRANSLEV Å; VED RØDE MØLLE,556713,6244316,9.917420165,56.34014691
943,DYBDAL BÆK,DYBDAL BÆK; TILLØB RØRBÆK SØ,524443,6197619,9.391144336,55.92336069
945,Afløb fra Legind Sø,Afløb fra Legind Sø; Omløbsstryg ved pumpestation,489792,6291242,8.833012151,56.76502016
946,BLÅ Å - BOVRUP BÆK,BLÅ Å - BOVRUP BÆK; BLANSSKOV,540197,6094929,9.628385361,54.9996137
947,SØVIG BÆK,SØVIG BÆK; 400M NS NYBRO,460198,6170021,8.367124394,55.67437578
948,Mjelsø afløb,Mjelsø afløb; Til Mjels Vig,545944,6098483,9.71878981,55.03105172
949,RavnebÆk,RavnebÆk; V for Jyderup Skov,650849,6169764,11.3973524,55.65028031
952,BUNDSØ; TILLØB TIL,BUNDSØ; TILLØB TIL; BRANDBØLSØ,549871,6097406,9.78003332,55.020996
954,PØLE Å,PØLE Å; NEDSTRØMS PIBEMØLLE,701115,6209829,12.22459094,55.99151864
956,PØLE Å,PØLE Å; BENDSTRUP,703670,6208120,12.26418939,55.97511106
962,ALFSBÆK,ALFSBÆK; TILLØB TIL GRÅSTEN SLOTSSØ,537641,6086579,9.587335188,54.92478035
963,BRENDE Å,BRENDE Å; ÅRUP,566573,6137970,10.05078133,55.38349384
964,BRENDE Å,BRENDE Å; ST 5.3,558685,6136645,9.926019235,55.37259552
965,BORRE Å,BORRE Å; MØLLEBRO,542544,6240828,9.687672959,56.31029599
966,GESAGER Å,GESAGER Å; VEJBRO VEST FOR KORNING,543332,6189922,9.692160552,55.85287692
968,LERKENFELD Å,LERKENFELD Å; LERKENFELD MØLLEGÅRD,524242,6287948,9.396247354,56.73490945
969,LERKENFELD Å,LERKENFELD Å; GEDSTED BRO,519631,6283587,9.320546423,56.69594804
970,LERKENFELD Å,LERKENFELD Å; GEDSTED,519457,6283391,9.317690468,56.69419449
971,DYSTRUP SØ; DRÆN TILLØB,DYSTRUP SØ; DRÆN TILLØB; NV TILL.T.DYSTRUP SØ,599979,6257491,10.62209129,56.45131332
972,HULBÆK;HAVHUSE,HULBÆK;HAVHUSE; S. FOR HAVHUSE,585401,6239032,10.37965386,56.28838335
973,RislebÆk (Faaborg),RislebÆk (Faaborg); Nedst. Kaleko Mølle,580734,6106606,10.26526079,55.09959956
974,Ålerende,Ålerende; Afløb fra Maglesø,658292,6150683,11.50458742,55.47662441
975,Ålerende,Ålerende; Fiskebjerg,658224,6149350,11.50275396,55.46467987
976,MAGLEMOSE Å,MAGLEMOSE Å; GUNDSØLILLE,697414,6177457,12.14181575,55.70262789
978,MAGLEMOSE Å,MAGLEMOSE Å; V. F. LANDBOGÅRD,697041,6175529,12.13450381,55.68548161
979,Søby Sø; afløb,Søby Sø; afløb; Søby Sø; afløb,587166,6128109,10.37266029,55.29168472
980,BRÆNDEMØLLE Å,BRÆNDEMØLLE Å; V. FOR BONDERUP SKOV,668488,6161190,11.67211255,55.56752958
981,Fjederholt Å,Fjederholt Å; Donsig Bro i SkÆrbÆk,498878,6215246,8.981971594,56.08235784
982,SØRENDE,SØRENDE; URNEBAKKE (ANNEBJERG),666835,6196281,11.66732741,55.88306367
983,SØRENDE,SØRENDE; NØ F. ENKESÆDET,666494,6196024,11.66172423,55.88087491
984,Gram Å,Gram Å; NYBØLGÅRD,500104,6128029,9.001637989,55.29867951
985,HÅRBY Å,HÅRBY Å; 3.10,570814,6118811,10.11287864,55.21077061
986,LYDUM Å,LYDUM Å; SDR. LYDUM,458442,6183531,8.337151182,55.79561243
987,ST. VEJLE Å,ST. VEJLE Å; VEJLEBROVEJ,712408,6168931,12.37340341,55.61982016
990,Sønderå,Sønderå; GerrebÆkvej,516291,6084100,9.254063967,54.90365605
991,HULRENDEN,HULRENDEN; STRANDSKOV,677374,6172152,11.81991011,55.66275874
993,ØRBÆK,ØRBÆK; HYRDEHUSET,685400,6175402,11.94951823,55.68892695
994,ØRBÆK,ØRBÆK; BYNKEL (1.275),609959,6128893,10.73173912,55.29416624
995,LYNGBYGÅRDS Å,LYNGBYGÅRDS Å; SJELLE STANGBRO (H1),557738,6225165,9.929818507,56.16798229
996,LYNGBYGÅRDS Å,LYNGBYGÅRDS Å; A 15,564261,6223517,10.03444927,56.15234327
997,LYNGBYGÅRDS Å,LYNGBYGÅRDS Å; GALTEN BRO (K3),555774,6224944,9.898148173,56.16623074
998,HARRING Å,HARRING Å; HARRING HEDEGÅRD,470703,6301876,8.519531806,56.8597412
1001,TILL BØLLING BÆK,TILL BØLLING BÆK; SF NØRREGÅRD,521950,6161423,9.348340314,55.59825518
1002,NIVE  Å,NIVE  Å; V. JELLEBRO,717757,6203826,12.48603811,55.93042208
1003,Lyngbro BÆk,Lyngbro BÆk; Lyngbro,485129,6296721,8.756414191,56.81411648
1004,Lyngbro BÆk,Lyngbro BÆk; Bentines Bro,482492,6297261,8.713183849,56.81887588
1005,KragebÆk,KragebÆk; NS jernbane,573419,6206843,10.17726242,56.00124034
1006,LANGESØ; TILLØB 1,LANGESØ; TILLØB 1; Traveskov afløb; Dyrehavelund,574966,6143955,10.18483372,55.43605251
1007,HØRSTED Å,HØRSTED Å; ÅBRO,467107,6300180,8.460779689,56.84426476
1008,TOKKERUP Å,TOKKERUP Å; SØNDERGÅRDE,687156,6164864,11.97024215,55.59369186
1009,Kanal til Vest Stadil Fjord,Kanal til Vest Stadil Fjord; Hjelm Bakker,447479,6228799,8.15346739,56.20123234
1011,SØGÅRD SØ; TILLØB S4,SØGÅRD SØ; TILLØB S4; TILLØB SØGÅRD SØ; S4,521240,6142570,9.335628438,55.42888292
1013,HOVER Å,HOVER Å; VEJBRO SYD FOR HEE,456652,6221589,8.302479152,56.137381
1014,VIVE MØLLEBÆK,VIVE MØLLEBÆK; VIVEBROGÅRD,563753,6284088,10.04103232,56.69651233
1016,KARLSØ; ØSTLIGT TILLØB,KARLSØ; ØSTLIGT TILLØB; KARLSØ; ØSTL.TILLØB,534130,6207491,9.547402597,56.01146682
1017,DOLLERUP BÆK,DOLLERUP BÆK; DOLLERUPVEJ; 150M OS HALD SØ,520382,6246988,9.329938257,56.36710982
1018,HELLIGRENDEN,HELLIGRENDEN; GL. A4.,684200,6170652,11.92726929,55.64675874
1020,EGHOLMSGRØFTEN,EGHOLMSGRØFTEN; VED SØLUND,557397,6209809,9.921028538,56.03007079
1021,LAMMEFJORD SØKANAL,LAMMEFJORD SØKANAL; Audebo,664647,6183842,11.62485345,55.77216696
1022,Delstrøm fra Storåen,Delstrøm fra Storåen; IndløbsbygvÆrk,457401,6242911,8.311101244,56.32900437
1023,Uge BÆk,Uge BÆk; Øst for bro ved vejen fra Fres,509509,6087861,9.14842113,54.9376294
1024,NØRRE Å,NØRRE Å; VEJRUMBRO,533973,6254732,9.550940486,56.43590085
1025,NØRRE Å,NØRRE Å; RINDSHOLM,526904,6250902,9.435913009,56.40194779
1026,NØRRE Å,NØRRE Å; REVSØ NYBRO - OS STYRT,519013,6131847,9.299709188,55.33262037
1028,NØRRE Å,NØRRE Å; FLADBRO KRO,559314,6256162,9.962168765,56.44624221
1032,HULEÅ,HULEÅ; OS RUDBJERGGÅRD,692301,6125797,12.02483707,55.24113372
1035,KOLDBÆK,KOLDBÆK; VINTMØLLEGÅRD,523827,6252695,9.386222297,56.41822152
1036,ARRESØ KANAL,ARRESØ KANAL; KRUDTVÆRKET,688364,6207452,12.01881371,55.97536444
1038,ARRESØ KANAL,ARRESØ KANAL; MØLLEDAMMEN DFJ,688503,6207152,12.02082795,55.97261816
1039,ARRESØ KANAL,ARRESØ KANAL; ARRESØDAL SLUSE,689172,6207567,12.03182354,55.97607871
1041,Afløb fra Dyssemosen,Afløb fra Dyssemosen; N for Ubberup,669316,6163827,11.68684496,55.59091167
1047,DrÆn i LOOP1,DrÆn i LOOP1; Kragsminde D105,647646,6084825,11.30194171,54.88862832
1048,DrÆn i LOOP1,DrÆn i LOOP1; Skeltofte D106,646225,6083085,11.27892429,54.87342158
1049,DrÆn i LOOP1,DrÆn i LOOP1; Charlottenlund D103,646674,6083913,11.28633682,54.88072514
1050,DrÆn i LOOP1,DrÆn i LOOP1; Nygård D102,649102,6083966,11.32417722,54.88048316
1051,DrÆn i LOOP1,DrÆn i LOOP1; Egelund D107,648567,6085412,11.31659055,54.89362634
1052,DrÆn i LOOP1,DrÆn i LOOP1; Slettemark D104,648315,6083178,11.31151556,54.87364146
1053,RY Å,RY Å; FRISTRUP BRO,542812,6333325,9.70743756,57.14119241
1054,RY Å,RY Å; RAVNSTRUP BRO,569295,6337163,10.1460353,57.17243295
1055,RY Å,RY Å; MANNA,550828,6347707,9.842819759,57.269558
1056,SAVSTRUP Å,SAVSTRUP Å; BJERREGÅRD,482530,6245719,8.717284091,56.35582521
1057,TINGSTED Å,TINGSTED Å; TINGSTED,686729,6077844,11.9059898,54.8129097
1058,OMME Å,OMME Å; ENGESVANG DAMBRUG,502110,6185680,9.033672359,55.81670348
1059,OMME Å,OMME Å; SØNDERSKOV BRO,474375,6197748,8.589929235,55.92445822
1060,OMME Å,OMME Å; BAVNSGÅRD,498957,6188189,8.983345692,55.83925083
1061,OMME Å,OMME Å; SKOVSENDE,491054,6188023,8.857158693,55.8376775
1062,OMME Å,OMME Å; FARRE,514145,6184357,9.225662728,55.80461362
1063,KÆRS MØLLEÅ,KÆRS MØLLEÅ; OS INDKILDESTRØMMEN,555185,6318915,9.908696743,57.01043892
1064,KÆRS MØLLEÅ,KÆRS MØLLEÅ; INDKILDEVEJ; OS,555117,6318783,9.907548314,57.00926137
1065,Ikke navngivet,Ikke navngivet; Lille vandløb ved Dybvighoved,531151,6107439,9.488345323,55.11267684
1066,HØJVADS RENDE,HØJVADS RENDE; N.V. FOR BREGNEHOLT,647863,6084701,11.30525829,54.88745076
1067,HØJVADS RENDE,HØJVADS RENDE; LILLE ROSNING,646689,6082397,11.28579963,54.86710789
1068,LÅNUM BÆK,LÅNUM BÆK; BÆKGÅRD,508588,6257394,9.1393626,56.46096163
1069,SYDKANAL,SYDKANAL; TRÆBRO,614794,6252825,10.86027313,56.40604214
1070,Tilløb Kulsø,Tilløb Kulsø; ns. BygvÆrk,483323,6206287,8.732591233,56.0015737
1071,SANDEMANDSBÆK,SANDEMANDSBÆK; VEJ TIL FUNDERHOLME,531395,6223314,9.50539623,56.15381503
1072,Smedeby BÆk,Smedeby BÆk; Tilløb 2 til Kruså Møllesø,525132,6077609,9.391374021,54.84495887
1074,Tilløb til Hjulby Mose-rør 2,Tilløb til Hjulby Mose-rør 2; Sydlige rør fra Vindinge Å,609016,6132863,10.71843697,55.33003407
1075,TRÆVEL Å,TRÆVEL Å; HÅSUM ENGE,489838,6269249,8.834632189,56.5674375
1076,REMSTRUP Å,REMSTRUP Å; OPST. BÅDEHAVN,534945,6224059,9.562638943,56.16026145
1077,ROHDEN Å,ROHDEN Å; N.S. ÅRUP MØLLE DAMBRUG,545919,6174235,9.730837254,55.71169726
1078,ROHDEN Å,ROHDEN Å; SVENDS MØLLE,546371,6176831,9.738470553,55.73497828
1079,ROHDEN Å,ROHDEN Å; 300 m ns Årup Mølle Dambrug,545899,6174248,9.730521147,55.71181596
1085,GELS Å,GELS Å; VEJ RIBE-GRAM,495782,6127565,8.933573918,55.29449196
1086,GELS Å,GELS Å; S FOR ENDERUPSKOV,496760,6126202,8.948991399,55.28225146
1087,GELS Å,GELS Å; ÅBØL,507899,6120945,9.124209511,55.23495931
1088,GELS Å,GELS Å; BEVTOFT,513043,6117238,9.204925735,55.20153894
1089,LINDENBORG Å,LINDENBORG Å; VED MØLLEBRO,566939,6311563,10.10025644,56.94285014
1090,LINDENBORG Å,LINDENBORG Å; LINDENBORG BRO,562867,6307797,10.03240435,56.90959424
1091,KildebÆk vest for Nordre bro,KildebÆk vest for Nordre bro; KildebÆk vest for Nordre bro,547420,6294883,9.776358046,56.79542695
1092,VILLESTRUP Å,VILLESTRUP Å; v. Ouegård Bro,561180,6283294,9.998835912,56.6897241
1093,VILLESTRUP Å,VILLESTRUP Å; BRØNDBJERG SYD,558661,6288712,9.95895442,56.73871497
1094,VILLESTRUP Å,VILLESTRUP Å; MØLDRUP,557498,6292400,9.940773192,56.77198768
1095,VILLESTRUP Å,VILLESTRUP Å; KIRKEHØJGÅRD,559396,6286482,9.970451605,56.7185908
1096,VILLESTRUP Å,VILLESTRUP Å; Ns Oue Mølle,561946,6282793,10.01121895,56.68512296
1097,SKÆRVAD Å,SKÆRVAD Å; KIRIAL-A16,611676,6255257,10.81081128,56.42862834
1101,KNUD Å,KNUD Å; SOPHIENDAL,554556,6218902,9.87729988,56.11209225
1102,KNUD Å,KNUD Å; KNUDSBRO,548850,6217382,9.785275494,56.0990542
1103,KNUD Å,KNUD Å; OPST. RAVN SØ,553613,6218212,9.861999146,56.10600021
1104,KNUD Å,KNUD Å; BENS. MØLLEVAD BRO,551232,6217934,9.82366824,56.10376391
1105,Afløb Vrold sø,Afløb Vrold sø; Afløb Vrold sø,555066,6208148,9.883288227,56.01542216
1106,STORKÆR Å,STORKÆR Å; ØRUM-LODBJERGVEJ,458225,6296938,8.315717426,56.81442802
1107,KRINGEL BÆK,KRINGEL BÆK; OPSTRØMS KARLSØ,533807,6207954,9.542280618,56.01564954
1108,SIMMELBÆK,SIMMELBÆK; NS SML NDR MOSEGRØFT SDR KANAL,503628,6180414,9.057827152,55.76937817
1109,SIMMELBÆK,SIMMELBÆK; KOKÆR BRO,491158,6186936,8.858854638,55.82791255
1110,ENGELSHOLM SØ; TILLØB E4,ENGELSHOLM SØ; TILLØB E4; T.T.ENGELSHOLM SØ; E4,519520,6174920,9.310736736,55.71963343
1111,IDOM Å,IDOM Å; IDUM,468306,6243401,8.487385423,56.33426147
1112,Maribo søndersø,Maribo søndersø; Vesterborggade,660480,6072704,11.49510826,54.7758506
1114,SØBYGÅRD SØ; NORDL. TILLØB,SØBYGÅRD SØ; NORDL. TILLØB; SØBYGÅRD SØ; NORDL. TILLØB,549782,6235215,9.803596116,56.25916617
1115,Stokholm Ny Grøft,Stokholm Ny Grøft; Stokholm Ny Grøft,490432,6262145,8.844560038,56.50362672
1117,Sejerslev BÆk,Sejerslev BÆk; Tilløb Hundsø,492666,6309440,8.879502265,56.92855944
1118,EJSTRUP BÆK,EJSTRUP BÆK; BRO VED VESTERGÅRDE,455195,6225417,8.278392054,56.17163722
1119,EJSTRUP BÆK,EJSTRUP BÆK; VED SØRUP BRO,459853,6225560,8.353384291,56.17333704
1120,ÅMOSE RENDEN,ÅMOSE RENDEN; N.F. HULEBÆK HUSE,646292,6080959,11.27889021,54.85431156
1121,NÆSTILD BÆK,NÆSTILD BÆK; NS FÅREKÆR BÆK,498386,6278849,8.973675135,56.65379157
1122,HOLMSBÆK,HOLMSBÆK; OPST. HOLMSBÆK,550270,6218497,9.808309694,56.10892401
1123,SØNDERHOLT BÆK,SØNDERHOLT BÆK; T.T. RAVNSØ,552471,6217539,9.843507918,56.10008086
1124,ØrbÆk å,ØrbÆk å; Kobbermose; tilløb 1,601916,6122231,10.60271647,55.23605474
1125,GRÆSE Å,GRÆSE Å; V. HØRUP; LINDEBJERG,695431,6193602,12.12187739,55.84828323
1127,SUNDS MØLLEBÆK,SUNDS MØLLEBÆK; GAMMEL SUNDS,502883,6229156,9.046474876,56.20732805
1128,ALMIND Å,ALMIND Å; T.T. DONS NØRRESØ; N5,526901,6157545,9.426531139,55.56316181
1129,ALMIND Å,ALMIND Å; OS DONS MØLLE,527790,6158240,9.440696203,55.56935675
1130,ALMIND Å,ALMIND Å; AFLØB DONS NØRRESØ; N2,526970,6156447,9.427518012,55.55329209
1132,Tilløb til LindkÆr vådområde-hovedtilløb,Tilløb til LindkÆr vådområde-hovedtilløb; Hovedtilløb,598830,6124110,10.55486546,55.25356086
1133,Kogsbølle BÆk; Holckenhavn Nor,Kogsbølle BÆk; Holckenhavn Nor; Kogsbølle BÆk; Holckenhavn Nor,610182,6128710,10.7351776,55.29247273
1134,Afløb fra Snaremose Sø,Afløb fra Snaremose Sø; Betonrør ved lille skovparti,610597,6084583,10.72455969,54.89602361
1135,Grarup Sø,Grarup Sø; Tilløb 3 Grarup Sø (T1+T2),537442,6120094,9.588635203,55.22595569
1136,Grarup Sø,Grarup Sø; Afløb fra Grarup Sø,538110,6119991,9.599122457,55.22497907
1137,KÆR MØLLE Å,KÆR MØLLE Å; TILL. T. HEJLS NOR,534380,6137400,9.542617665,55.38168265
1139,JENSKÆR BÆK,JENSKÆR BÆK; UDLØB TIL THORSØ,532053,6219968,9.515585741,56.12370954
1140,SNESLEV LILLE Å,SNESLEV LILLE Å; SNESLEV,680489,6140566,11.84879433,55.37814449
1141,Bygholm Å,Bygholm Å; Omløbsstryg 400 m ns. Sø,551740,6191700,9.826789885,55.8680223
1142,Bygholm Å,Bygholm Å; SØ hjørne af Bygholm Park i Horsens,552180,6190950,9.833675789,55.86123674
1143,Mollerup BÆk,Mollerup BÆk; Udløb,544316,6223255,9.713372949,56.15225951
1144,Mollerup BÆk,Mollerup BÆk; indløb,544254,6223180,9.71236253,56.15159146
1146,SKOD Å,SKOD Å; RIDDERLUND,602820,6246538,10.66386531,56.35233858
1147,SKOD Å,SKOD Å; LIGE NEDST. HØGAGER,601884,6247049,10.64892385,56.35713006
1148,SPANG Å (BREDSTRUP Å),SPANG Å (BREDSTRUP Å); BREDSTRUP,540923,6160607,9.649298751,55.58969869
1149,HOLTUM Å,HOLTUM Å; VEJBRO NØ FOR ÅMEJL,503554,6204328,9.056961359,55.98424891
1150,HOLTUM Å,HOLTUM Å; ÅMEJL,503644,6204350,9.058404122,55.9844459
1151,HOLTUM Å,HOLTUM Å; HYGILD,514219,6206158,9.227989316,56.0004938
1152,SKALLEBÆK,SKALLEBÆK; TILL. T. HADERSLEV DAM,528396,6122305,9.446648931,55.2464264
1154,TARM MØLLEBÆK,TARM MØLLEBÆK; Kyvling Bro,468565,6195378,8.497232466,55.90281988
1155,Bundsø afløb,Bundsø afløb; Søholmvej,547817,6098326,9.748063721,55.02946442
1156,ARRESKOV SØ; TILLØB 5,ARRESKOV SØ; TILLØB 5; ARRESKOV SØ; TILLØB 5,583663,6111598,10.31262099,55.1439618
1157,Sallinge Å,Sallinge Å; Delområde1; afløb 3,591983,6119988,10.44583906,55.21785641
1158,Sallinge Å,Sallinge Å; delområde 1; Afløb 2,592005,6120011,10.44619224,55.21805892
1159,Sallinge Å,Sallinge Å; delområde 2; Tilløb,591935,6119889,10.44505261,55.216976
1160,Sallinge Å,Sallinge Å; delområde 1; Afløb 1,592018,6120041,10.44640629,55.218326
1161,Sallinge Å,Sallinge Å; delområde 1; Tilløb,592179,6120171,10.44897854,55.2194638
1162,Sallinge Å,Sallinge Å; delområde 2; Afløb,591765,6120030,10.44242728,55.21827425
1163,Sallinge Å,Sallinge Å; delområde 6; Afløb,586557,6121451,10.36102658,55.23198002
1164,SUSÅ,SUSÅ; NÆSBY BRO,667753,6141009,11.6482875,55.38663698
1165,SUSÅ,SUSÅ; VETTERSLEV BRO,674656,6141350,11.75733872,55.38729043
1166,SUSÅ,SUSÅ; NS POSTBRO,687855,6130525,11.95816157,55.28527515
1167,SUSÅ,SUSÅ; ALMTOFTE,679069,6139184,11.82552733,55.36626096
1168,SUSÅ,SUSÅ; TVEDEBRO,679661,6134743,11.83200811,55.32618725
1169,SUSÅ,SUSÅ; PINDSOBRO,685215,6131127,11.91704649,55.291677
1170,SUSÅ,SUSÅ; S.F.HOLLØSE BRO,670744,6131464,11.68963246,55.29993008
1171,Torsted BÆk,Torsted BÆk; Motortrafikvej,543680,6297970,9.715660854,56.82352358
1172,Torsted BÆk,Torsted BÆk; Udløb i TorstedBÆk ved UlvkÆrvej,543600,6297410,9.714254508,56.81850058
1173,VIBÆK,VIBÆK; NS VIBÆK VANDMØLLE,561301,6083626,9.955841277,54.89590255
1175,ELSTED BÆK,ELSTED BÆK; T.T.GENNER BUGT,528718,6107080,9.450168976,55.10959776
1176,Mausing MøllebÆk,Mausing MøllebÆk; Ca 200 m før udløb i Hinge Sø,529820,6234180,9.481263896,56.25153984
1177,RØGBØLLE SØ; AFLØB 29L,RØGBØLLE SØ; AFLØB 29L; SØHOLT,663356,6068841,11.53760373,54.74024138
1178,BORLEV BÆK,BORLEV BÆK; BORLEV Å,525081,6162709,9.39814416,55.60965909
1179,KONGE Å,KONGE Å; V. VILSLEV SPANG,481145,6138716,8.702318528,55.39434965
1180,KONGE Å,KONGE Å; SLUSEN INDVENDIG,477701,6137233,8.648064309,55.38087946
1181,KONGE Å,KONGE Å; HOLTGÅRD,515318,6142825,9.242065812,55.43139517
1182,KONGE Å,KONGE Å; VED KONGE BRO,489563,6140707,8.835146033,55.41249161
1183,KONGE Å,KONGE Å; SKODBORGHUS BRO,508622,6144121,9.136291493,55.44320427
1184,TERKESBØL Å,TERKESBØL Å; SV FOR HELGENGÅRD,510555,6089774,9.164817852,54.95479948
1185,Tilløb 6; Bølling vådområde,Tilløb 6; Bølling vådområde; Bølling,522073,6161278,9.350280641,55.59694674
1186,GAMST MØLLEBÆK,GAMST MØLLEBÆK; VED STYRT,512918,6148485,9.204402451,55.48232331
1187,HALKÆR - SØNDERUP Å,HALKÆR - SØNDERUP Å; VEGGER BRO,534432,6304978,9.565097625,56.88725489
1188,Samlet drÆntilløb til Torsted Sø,Samlet drÆntilløb til Torsted Sø; Ved motortrafikvej,543680,6297950,9.715657428,56.82334392
1189,VOER Å,VOER Å; FÆBROEN,586866,6341490,10.4380491,57.2083021
1190,VOER Å,VOER Å; PRÆSTBRO,583450,6344168,10.38241623,57.2329867
1191,VESTER-NEBEL Å,VESTER-NEBEL Å; ELKÆRHOLM,525333,6156682,9.401591189,55.55549141
1192,Ørskov BÆk,Ørskov BÆk; Indløb 1,555464,6199123,9.88781247,55.93429659
1194,BORUP BÆK,BORUP BÆK; SØ. F. LAMMESTRUP,686265,6155386,11.94974057,55.50898093
1196,Storå,Storå; Laksestien,476906,6245528,8.626289957,56.35386826
1197,HAVELSE Å,HAVELSE Å; STRØ BRO,697034,6199415,12.15166634,55.89978306
1199,Tange Å,Tange Å; Gl. Lundeborgvej,613058,6113232,10.77424715,55.15280128
