Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Kontrol;Kvalitet
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740528";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740527";"548999";"6250172";"Vandføring";"m3/s";"11,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740526";"548999";"6250172";"Vandføring";"m3/s";"10,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740525";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740524";"548999";"6250172";"Vandføring";"m3/s";"12,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740523";"548999";"6250172";"Vandføring";"m3/s";"12,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740522";"548999";"6250172";"Vandføring";"m3/s";"11,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740521";"548999";"6250172";"Vandføring";"m3/s";"12,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740520";"548999";"6250172";"Vandføring";"m3/s";"16";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740519";"548999";"6250172";"Vandføring";"m3/s";"13,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740518";"548999";"6250172";"Vandføring";"m3/s";"12,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740517";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740516";"548999";"6250172";"Vandføring";"m3/s";"10,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740515";"548999";"6250172";"Vandføring";"m3/s";"14,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740514";"548999";"6250172";"Vandføring";"m3/s";"15,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740513";"548999";"6250172";"Vandføring";"m3/s";"11,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740512";"548999";"6250172";"Vandføring";"m3/s";"12,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740511";"548999";"6250172";"Vandføring";"m3/s";"13,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740510";"548999";"6250172";"Vandføring";"m3/s";"13,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740509";"548999";"6250172";"Vandføring";"m3/s";"13,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740508";"548999";"6250172";"Vandføring";"m3/s";"16,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740507";"548999";"6250172";"Vandføring";"m3/s";"14,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740506";"548999";"6250172";"Vandføring";"m3/s";"13,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740505";"548999";"6250172";"Vandføring";"m3/s";"14,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740504";"548999";"6250172";"Vandføring";"m3/s";"13,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740503";"548999";"6250172";"Vandføring";"m3/s";"17,2999992370605";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740502";"548999";"6250172";"Vandføring";"m3/s";"14,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740501";"548999";"6250172";"Vandføring";"m3/s";"11,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740430";"548999";"6250172";"Vandføring";"m3/s";"12,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740429";"548999";"6250172";"Vandføring";"m3/s";"13,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740428";"548999";"6250172";"Vandføring";"m3/s";"14,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740427";"548999";"6250172";"Vandføring";"m3/s";"14,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740426";"548999";"6250172";"Vandføring";"m3/s";"12,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740425";"548999";"6250172";"Vandføring";"m3/s";"14,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740424";"548999";"6250172";"Vandføring";"m3/s";"12,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740423";"548999";"6250172";"Vandføring";"m3/s";"12,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740422";"548999";"6250172";"Vandføring";"m3/s";"12,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740421";"548999";"6250172";"Vandføring";"m3/s";"15,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740420";"548999";"6250172";"Vandføring";"m3/s";"16,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740419";"548999";"6250172";"Vandføring";"m3/s";"13,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740418";"548999";"6250172";"Vandføring";"m3/s";"15,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740417";"548999";"6250172";"Vandføring";"m3/s";"13,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740416";"548999";"6250172";"Vandføring";"m3/s";"12,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740415";"548999";"6250172";"Vandføring";"m3/s";"15,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740414";"548999";"6250172";"Vandføring";"m3/s";"13,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740413";"548999";"6250172";"Vandføring";"m3/s";"14,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740412";"548999";"6250172";"Vandføring";"m3/s";"16,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740411";"548999";"6250172";"Vandføring";"m3/s";"16,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740410";"548999";"6250172";"Vandføring";"m3/s";"16,1000003814697";"FagK";"GODK"
